country,title
USA,La guida indiana
USA,La jena del Missouri
USA,La jena di Barlow
USA,La jena di Oakland
USA,La jungla dei temerari
USA,La La Land
USA,La laguna della morte
USA,La lampada cinese
USA,La lampada dei desideri
USA,La lancia che uccide
USA,La legge contro Billy Kid
USA,La legge dei bruti
USA,La legge dei fuorilegge
USA,La legge dei narcos
USA,La legge dei piA¹ forti
USA,La legge del capestro
USA,La legge del cuore
USA,La legge del drago
USA,La legge del fucile
USA,La legge del mitra
USA,La legge del piA¹ forte
USA,La legge del Signore
USA,La legge del silenzio
USA,La legge della foresta
USA,La legge della notte
USA,La legge di Murphy
USA,La leggenda degli uomini straordinari
USA,La leggenda del cacciatore di vampiri
USA,La leggenda del lupo bianco
USA,La leggenda del re pescatore
USA,La leggenda del tesoro scomparso
USA,La leggenda della montagna incantata
USA,La leggenda di Bagger Vance
USA,La leggenda di Beowulf
USA,La leggenda di Billie Jean
USA,La leggenda di Liliom
USA,La leggenda di Lobo
USA,La leggenda di Lone Ranger
USA,La leggenda di Lucy Keyes
USA,La leggenda di Robin Hood
USA,La leggenda di Tom Dooley
USA,La leggenda di un amore - Cinderella
USA,La leggenda vichinga
USA,La legione dei condannati
USA,La legione del Sahara
USA,La lettera accusatrice
USA,La lettera rossa
USA,La lettera scarlatta
USA,La libellula non deve volare
USA,La linea francese
USA,La linea sottile tra odio e amore
USA,La Llorona - Le lacrime del male
USA,La locanda della 6Âª felicitA 
USA,La lucciola
USA,La luce che si spense
USA,La luce del giorno
USA,La luna A¨ tramontata
USA,La luna e sei soldi
USA,La luna spezzata
USA,La lunga attesa
USA,La lunga corsa
USA,La lunga estate calda
USA,La lunga fuga
USA,La lunga linea grigia
USA,La lunga notte
USA,La lunga strada verso casa
USA,La lunga valle verde
USA,La macchia della morte
Germany,La macchia umana
USA,La macchina dei desideri
USA,La Macchina del Sesso
USA,La macchina nera
USA,La madonnina del porto
USA,La madre dello sposo
USA,La madre sbagliata
USA,La maga delle spezie
USA,La magia di Halloween
USA,La magnifica bambola
USA,La magnifica preda
USA,La maledizione del cannibale
Germany,La maledizione del re nero
USA,La maledizione della prima luna
USA,La maledizione dello scorpione di giada
USA,La maledizione di Chucky
USA,La maledizione di Komodo
USA,La mamma A¨ un lupo mannaro
Germany,La mandragora
USA,La mano
USA,La mano assassina
USA,La mano deforme
USA,La mano invisibile
USA,La mano sinistra di Dio
USA,La mano strisciante
USA,La mano sulla culla
USA,La mano vendicatrice
USA,La mantide
USA,La mantide omicida
USA,La mappa del mondo
USA,La marcia del disonore
USA,La marea della morte
USA,La marina A¨ vittoriosa
USA,La maschera
USA,La maschera dei Borgia
USA,La maschera del vendicatore
USA,La maschera della morte rossa
USA,La maschera della morte rossa
USA,La maschera della morte rossa
USA,La maschera di cera
USA,La maschera di cera
USA,La maschera di Dimitrios
USA,La maschera di fango
USA,La maschera di ferro
USA,La maschera di ferro
USA,La maschera di ferro
USA,La maschera di mezzanotte
USA,La maschera di porpora
USA,La maschera di Zorro
USA,La maschera di Zorro
USA,La maschera e il cuore
USA,La matrigna
USA,La mazzata
USA,La memoria del cuore
USA,"La meravigliosa, stupenda storia di Carlotta e del porcellino Wilbur"
USA,La metA  oscura
USA,La meteora infernale
USA,La meticcia di fuoco
USA,La meticcia di Sacramento
USA,La mia adorabile nemica
USA,La mia Africa
USA,La mia amica Irma
USA,La mia brunetta preferita
USA,La mia donna A¨ un angelo
USA,La mia flotta privata
USA,La mia geisha
USA,La mia guardia del corpo
USA,La mia legge
USA,La mia nemica Chloe
USA,La mia peggior nemica
USA,La mia peggiore amica
USA,La mia pistola per Billy
USA,La mia spia di mezzanotte
USA,La mia super ex-ragazza
USA,La mia terra
USA,La mia via
USA,La mia vita a Garden State
USA,La mia vita A¨ un disastro
USA,La mia vita A¨ uno zoo
USA,La mia vita per tuo figlio
USA,La miglior difesa A¨... la fuga
USA,La minaccia
USA,La miniera maledetta
USA,La minigonna proibita della compagna Schultz
USA,La Mission
USA,La Missy sbagliata
USA,La modella
USA,La moglie bella
USA,La moglie bugiarda
USA,La moglie celebre
USA,La moglie del campione
USA,La moglie del capo
USA,La moglie del nemico pubblico
Germany,La moglie del poliziotto
USA,La moglie del vescovo
USA,La moglie di Craig
USA,La moglie di Frankenstein
USA,La moglie di un uomo ricco
USA,La moglie indiana
USA,La moglie n. 66
USA,La moglie ricca
USA,La moglie sconosciuta
USA,La moneta insanguinata
USA,La montagna
USA,La montagna dei sette falchi
USA,La montagna rossa
USA,La morsa si chiude
USA,La morte A¨ discesa a Hiroshima
USA,La morte alle calcagna
USA,La morte arriva con la valigia bianca
USA,La morte avrA  i suoi occhi
USA,La morte corre incontro a Jessica
USA,La morte corre sul fiume
USA,La morte in un sorso
USA,La morte in vacanza
USA,La morte invisibile
USA,La morte ti fa bella
USA,La morte viene da Scotland Yard
USA,La morte viene in sogno
USA,La mosca
USA,La mosca 2
USA,La moschea nel deserto
USA,La mossa del diavolo
USA,La mummia
USA,La mummia
USA,La mummia
USA,La mummia - Il ritorno
USA,La muraglia delle tenebre
USA,La musica che non ti ho detto
USA,La musica del caso
USA,La musica del cuore
USA,La musica del cuore
USA,La musica del cuore
USA,La musica nel cuore - August Rush
USA,La nascita dei Beatles
USA,La nave dei folli
USA,La nave del mistero
USA,La nave della morte
USA,La nave di satana
USA,La nave faro
USA,La nave matta di Mister Roberts
USA,La nave senza nome
USA,La necrofila
USA,La negra bianca
USA,La neve cade sui cedri
USA,La neve nel cuore
USA,La ninfa degli antipodi
USA,La ninna nanna di Broadway
USA,La nona configurazione
USA,La nostra cittA 
USA,La nostra vita comincia di notte
USA,La notte A¨ per amare
USA,La notte assassina
USA,La notte brava del soldato Jonathan
USA,La notte dei demoni
USA,La notte dei demoni
USA,La notte dei morti viventi
USA,La notte dei morti viventi
USA,La notte dei morti viventi
USA,La notte dei sensi
USA,La notte dei sette assassinii
USA,La notte del delitto
USA,La notte del fuggitivo
USA,La notte del furore
USA,La notte del giudizio
USA,La notte del giudizio - Election Year
USA,La notte della cometa
USA,La notte della lunga paura
USA,La notte della veritA 
USA,La notte delle jene
USA,La notte dello scapolo
Germany,La notte di San Silvestro
USA,La notte e la cittA 
USA,La notte ha mille occhi
USA,La notte non aspetta
USA,La notte prima
USA,La notte senza legge
USA,La nuova generazione
USA,La nuova ora
USA,La palla nÂ° 13
USA,La palude della morte
USA,La pantera assassina
USA,La pantera rosa
USA,La pantera rosa
USA,La pantera rosa 2
Germany,La papessa
USA,La parata delle stelle
USA,La parete di fango
USA,La parola ai giurati
USA,La passione di Cristo
USA,La pattuglia dei senza paura
USA,La pattuglia delle giubbe rosse
USA,La pattuglia sperduta
USA,La paura bussa alla porta
USA,La pazienza di Davide
USA,La pazza di Chaillot
USA,La pazza storia del mondo
USA,La peccatrice di San Francisco
USA,La pecora nera
USA,La pelle brucia
USA,La pelle che scotta
USA,La pelle degli eroi
USA,La penna rossa
USA,La pericolosa partita
USA,La perla della morte
Germany,La petite mort
Germany,La Petite Mort II
USA,La piA¹ allegra avventura
USA,La piA¹ allegra storia del Decamerone
USA,La piA¹ bella avventura di Lassie
USA,La piA¹ grande avventura
USA,La piA¹ grande corrida
USA,La piA¹ grande storia mai raccontata
USA,La piccola amica
USA,La piccola boss
USA,La piccola bottega degli orrori
USA,La piccola emigrante
USA,La piccola milionaria
USA,La piccola principessa
USA,La piccola principessa
USA,La piccola ribelle
USA,La piccola strega
USA,La pietra che scotta
USA,La pietra dello scandalo
USA,La pietra lunare
USA,La piovra nera
USA,La Piramide
USA,La pista degli elefanti
USA,La pista dei Tomahawks
USA,La pista di fuoco
USA,La pistola nella borsetta
USA,La pistola non basta
USA,La pistola sepolta
USA,La poiana vola sul tetto
USA,La polizia bussa alla porta
USA,La polizia li vuole morti
USA,La polvere degli angeli
USA,La porno detective
USA,La porta chiusa
USA,La porta dei sogni
USA,La porta del mistero
USA,La porta della Cina
USA,La porta proibita
USA,La prateria senza legge
USA,La preda
USA,La preda della belva
USA,La preda perfetta
USA,La preda umana
Germany,La prigioniera del destino
USA,La prigioniera del Sudan
Germany,La prigioniera di Sidney
USA,La prigioniera n 27
USA,La prima A¨ stata Eva
USA,La prima legione
USA,La prima notte del giudizio
USA,La prima notte in tre
USA,La prima volta di Jennifer
USA,La prima volta di Niky
USA,La primula rossa del Sud
Germany,La principessa + il guerriero
USA,La principessa dei Moak
USA,La principessa del Nilo
Germany,La principessa delle ostriche
USA,La principessa di Bali
USA,La principessa e il ranocchio
USA,La principessa e lo stregone
USA,La principessa innamorata
USA,La principessa sul pisello
Germany,La promessa
USA,La promessa
USA,La promessa di Satana
USA,La proposta
USA,La prossima vittima
USA,La protesta del silenzio
USA,La prova
USA,La prova del fuoco
USA,La prova del serpente
USA,La provinciale
USA,La punta della lancia
USA,La quarta guerra
USA,La quercia dei giganti
USA,La quinta onda
USA,La rabbia dei morti viventi
USA,La rabbia giovane
USA,La ragazza americana
USA,La ragazza che ho lasciato
USA,La ragazza da 20 dollari
USA,La ragazza dal bikini rosa
USA,La ragazza dalla calda pelle
Germany,La ragazza dalle nove parrucche
USA,La ragazza del bacio
USA,La ragazza del gruppo
USA,La ragazza del mio migliore amico
USA,La ragazza del quartiere
USA,La ragazza del rodeo
USA,La ragazza del secolo
USA,La ragazza del treno
USA,La ragazza della domenica
USA,La ragazza della porta accanto
USA,La ragazza della porta accanto
USA,La ragazza della porta accanto
USA,La ragazza della quinta strada
USA,La ragazza dello slum
USA,La ragazza di Boemia
USA,La ragazza di campagna
USA,La ragazza di Las Vegas
USA,La ragazza di Las Vegas
Germany,La ragazza di Moorhof
USA,La ragazza di Nashville
USA,La ragazza di Parigi
USA,La ragazza di porcellana
USA,La ragazza di San Diego
USA,La ragazza di Spitfire Grill
USA,La ragazza di Tony
USA,La ragazza made in Paris
USA,La ragazza piA¹ bella del mondo
USA,La ragazza piA¹ ricca del mondo
USA,La ragazza yA¨ yA¨
USA,La ragnatela del vizio
USA,La rapina
USA,La rapina
USA,La rapina del secolo
USA,La rapina piA¹ pazza del mondo
USA,La recluta
USA,La regina dei barbari
USA,La regina dei dannati
USA,La regina dei desperados
USA,La regina dei pirati
USA,La regina dei tagliaborse
USA,La regina del Far West
USA,La regina delle piramidi
USA,La regina di Broadway
USA,La regina di picche
USA,La regina di Venere
USA,La regina Kelly
USA,La regina vergine
USA,La reginetta dei monelli
USA,La regola del gioco
USA,La regola del silenzio - The Company You Keep
USA,La regola del sospetto
USA,La regola delle 100 miglia
USA,La renna
USA,La resa dei conti
USA,La retata
USA,La ribelle
USA,La ribelle del sud
USA,La ribelle del West
USA,La ribelle del West
USA,La ricerca della felicitA 
USA,La ricostruzione di William Zero
USA,La rigenerazione
USA,La risposta A¨ nelle stelle
USA,La riva dei bruti
USA,La riva dei peccatori
USA,La rivincita
USA,La rivincita dei nerds
USA,La rivincita dei nerds II
USA,La rivincita del campione
USA,La rivincita delle bionde
USA,La rivincita delle sfigate
USA,La rivincita di Tarzan
USA,La rivincita di Zorro
USA,La rivolta
USA,La rivolta
USA,La rivolta degli Apaches
USA,La rivolta dei cowboys
USA,La rivolta dei seminole
USA,La rivolta delle ex
USA,La rivolta delle recluse
USA,La rivolta di Haiti
USA,La rivoluzione di Charlie
USA,La roccia di fuoco
Germany,La rosa bianca - Sophie Scholl
USA,La rosa del sud
USA,La rosa di Washington
USA,La rosa nera
USA,La rosa purpurea del Cairo
USA,La rosa tatuata
USA,La rossa ombra di Riata
USA,La roulette
USA,La ruota delle meraviglie
USA,La saga dei comanches
USA,La saga dei Forsyte
USA,La saggezza nel sangue
Germany,La sangre brota
USA,La sanguinaria
USA,La sbornia di David
USA,La scala a chiocciola
USA,La scarpetta di vetro
USA,La scatola dei giochi erotici
USA,La scatola misteriosa
USA,La scelta
USA,La scelta
USA,La scelta - The Choice
Germany,La scelta di Barbara
USA,La schiava degli apaches
USA,La schiava del pirata
USA,La schiava del sudan
USA,La scomparsa di Eleanor Rigby - Lei
USA,La scomparsa di Eleanor Rigby - Loro
USA,La scomparsa di Eleanor Rigby - Lui
USA,La scomparsa di Sidney Hall
USA,La scomparsa di Stella Parish
USA,La sconfitta di Satana
USA,La scoperta
USA,La scuola degli orrori
USA,La scuola serale
USA,La seconda aurora
USA,La seconda moglie
USA,La seconda signora Carroll
USA,La seconda vita di Anders Hill
USA,La sedia del testimone
USA,La seduttrice
USA,La seduzione del male
USA,La seduzione del potere
USA,La sera della prima
USA,La serpe di Zanzibar
USA,La sete del potere
USA,La setta dei dannati
USA,La setta dei tre K
USA,La setta delle tenebre
USA,La settima croce
USA,La settima profezia
USA,La settima vittima
USA,La sferzata
USA,La sfida del terzo uomo
USA,La sfida di king kong
USA,La sfida di Zorro
USA,La sfinge
USA,La signora a 40 carati
USA,La signora acconsente
USA,La signora amava le rose
USA,La signora ammazzatutti
USA,La signora dai capelli rossi
USA,La signora dei tropici
USA,La signora del blues
USA,La signora del fiume
USA,La signora del venerdA¬
USA,La signora della quinta strada
USA,La signora di mezzanotte
USA,La signora di Purity Falls
USA,La signora di Shanghai
USA,La signora e i suoi mariti
USA,La signora in ermellino
USA,La signora in grigio
USA,La signora in rosso
USA,La signora mia zia
USA,La signora Miniver
USA,La signora nel cemento
USA,La signora Parkington
USA,La signora prende il volo
USA,La signora Skeffington
USA,La signora vuole il visone
USA,La signorina curiosa
USA,La signorina e il cow-boy
USA,La sindrome di Frankenstein
USA,La sirena del circo
USA,La sirena della giungla
USA,La sirenetta
USA,La sirenetta - The Little Mermaid
USA,La sivigliana
USA,La sopravvissuta
USA,La sottile linea rossa
USA,La sottile linea rossa
USA,La sottomissione di Mary
USA,La spada a tre lame
USA,La spada del deserto
USA,La spada di Damasco
USA,La spada di Montecristo
USA,La spada magica
USA,La spada magica - Alla ricerca di Camelot
USA,La spada nella roccia
USA,La sparatoria
USA,La sperduta di Panama
USA,La spia
USA,La spia
USA,La spia che non fece ritorno
USA,La spia dai due volti
USA,La spia dal cappello verde
USA,La spia dei lancieri
USA,La spia dei ribelli
USA,La spia del lago
USA,La spia delle giubbe rosse
USA,La spia di Damasco
USA,La spia in nero
USA,La spiaggia del desiderio
USA,La spiaggia delle conchiglie
USA,La spirale della vendetta
USA,La sporca guerra
USA,La sposa cadavere
USA,La sposa del mostro
USA,La sposa di Boston
USA,La sposa di Chucky
USA,La sposa fantasma
USA,La sposa illegittima
USA,La sposa nella tempesta
USA,La sposa ribelle
USA,La sposa rubata
USA,La sposa sognata
Germany,La sposa turca
Germany,La sposa venduta
USA,La sposa vestiva di rosa
USA,La squadra della morte
USA,La squadra infernale
USA,La squadra speciale di Bulldog Drummond
USA,La squadra volante
USA,La squadriglia Lafayette
USA,La stagione della strega
USA,La stangata
USA,La stanza del delitto
USA,La stanza delle meraviglie
USA,La stanza di Marvin
USA,La statua che urla
USA,La stella della fortuna
USA,La stella della Taverna Nera
USA,La stella di latta
Germany,La stella di Laura
USA,La stella spezzata
USA,La stirpe
USA,La stirpe
USA,La stirpe degli dei
USA,La stirpe del drago
USA,La stirpe del male
USA,La stirpe di Caino
USA,La storia del dottor Wassell
USA,La storia del generale Custer
USA,La storia del generale Houston
USA,La storia di Agnes Browne
USA,La storia di Buster Keaton
USA,La storia di Glenn Miller
USA,La storia di Jack e Rose
USA,La storia di Pearl White
USA,La storia di Ruth
USA,La storia di una monaca
USA,La storia fantastica
Germany,La storia infinita 2
Germany,La storia infinita 3
USA,La strada a spirale
USA,La strada del crimine
USA,La strada del mistero
USA,La strada del sud
USA,La strada della felicitA 
USA,La strada della rapina
USA,La strada per El Dorado
USA,La strada per il paradiso
USA,La strada scarlatta
USA,La strada senza nome
USA,La strage di Alamo
USA,La strage di Frankenstein
USA,La strana coppia
USA,La strana coppia 2
USA,La strana realtA  di Peter Standish
USA,La straniera
USA,La Strategia di Adam
USA,La strega rossa
USA,La sua calda estate
USA,La sua donna
USA,La suora bianca
USA,La suora bianca
USA,La suora del peccato
USA,La superba creola
USA,La taglia
USA,La tamburina
USA,La taverna dei 7 peccati
USA,La taverna dei quattro venti
USA,La taverna delle stelle
USA,La tela del ragno
USA,La tela di Carlotta
USA,La telefonista della Casa Bianca
USA,La tempesta
USA,La tempesta perfetta
USA,La tenera canaglia
USA,La tentatrice
USA,La tentazione del signor Smith
USA,La tentazione impura
Germany,La terra che brucia
USA,La Terra contro i dischi volanti
USA,La terra degli Apaches
USA,La terra dei senza legge
USA,La terra promessa
USA,La terra si tinse di rosso
USA,La terrazza sul lago
Germany,La terribile armata
USA,La terza fossa
USA,La terza voce
USA,La tigre del mare
USA,La tigre in corpo
USA,La tigre sacra
USA,La tomba
USA,La tomba di Ligeia
USA,La torre bianca
USA,La torre di Londra
USA,La torre nera
USA,La tortura della freccia
USA,La traccia del serpente
USA,La traccia infernale
USA,La tragedia del Bounty
USA,La tragedia del Rio Grande
Germany,La tragedia del Titanic
Germany,La tragedia della miniera
USA,La tragedia di Harlem
Germany,La tragedia di Pizzo PalA¹
USA,La trama del delitto
USA,La trappola
USA,La trappola degli indiani
USA,La trappola del coniglio
USA,La trappola di ghiaccio
USA,La trappola mortale
USA,La tratta degli innocenti
USA,La tredicesima sedia
Germany,La tribA¹ del pallone - Alla conquista della coppa
Germany,La tribA¹ del pallone - Tutti per uno
USA,La tribA¹ dispersa
USA,La tromba squilla a mezzanotte
USA,La trovatella
USA,La troviamo a Beverly Hills
USA,La truffa
USA,La truffa A¨ servita
USA,La truffa dei Logan
USA,La truffa perfetta
USA,La tua bocca brucia
USA,La tua pelle brucia
USA,La tunica
USA,La TV ha i suoi primati
USA,La vacanza del peccatore
USA,La valanga
USA,La valanga dei tanks
USA,La valigia dei venti milioni
USA,La valigia infernale
USA,La valle degli uomini luna
USA,La valle degli uomini rossi
USA,La valle dei bruti
USA,La valle dei desperados
USA,La valle dei giganti
USA,La valle dei mohicani
USA,La valle dei monsoni
USA,La valle dei re
USA,La valle del destino
USA,La valle del silenzio
USA,La valle del sole
USA,La valle del terrore
USA,La valle della vendetta
USA,La vampira
USA,La vecchia legge del West
USA,La vedova allegra
USA,La vedova allegra
USA,La vedova allegra
USA,La vedova americana
USA,La vedova nera
USA,La vedova pericolosa
USA,La veglia delle aquile
USA,La vendetta degli Apache
USA,La vendetta dei Dalton
USA,La vendetta dei morti viventi
USA,La vendetta del dottor K.
USA,La vendetta del gangster
USA,La vendetta del mostro
USA,La vendetta del ragno nero
USA,La vendetta del tenente Brown
USA,La vendetta di Carter
USA,La vendetta di Gwangi
USA,La vendetta di Halloween
USA,La vendetta di Kociss
Germany,La vendetta di Luna
USA,La vendicatrice dei sioux
USA,La Venere di Chicago
USA,La vera storia di Abramo Lincoln
USA,La vera storia di Bonnie e Clyde
USA,La vera storia di Jack lo Squartatore
USA,La vera storia di Jess il bandito
USA,La vera storia di Lucky Welsh
USA,La vera storia di Lynn Stuart
USA,La vergine della valle
USA,La vergine di cera
USA,La vergine di Salem
Germany,La veritA  A¨ che non gli piaci abbastanza
USA,La veritA  di Grace
USA,La veritA  seminuda
USA,La veritA  su Emanuel
USA,La veritA  sul caso Fueman
USA,La via dei giganti
USA,La via del male
USA,La via del male
USA,La via del possesso
USA,La via del tabacco
USA,La via del West
USA,La via della morte
USA,La via delle stelle
USA,La via lattea
Germany,La via senza gioia
USA,La villa del mistero
USA,La villa del mistero
USA,La violenza A¨ il mio forte!
USA,La virtA¹ sdraiata
USA,La vita a modo mio
USA,La vita a passo di danza
USA,La vita A¨ meravigliosa
USA,La vita A¨ nostra
USA,La vita A¨ un charleston
USA,La vita A¨ un sogno
USA,La vita che sognava
USA,La vita corre sul filo
USA,La vita del dottor Pasteur
USA,La vita di Giulio Reuter
USA,La vita di un gangster
USA,La vita di un gigolA²
USA,La vita di Vernon e Irene Castle
USA,La vita in un attimo
USA,La vita nascosta - Hidden Life
USA,La vita oltre la vita
USA,La vita privata di Henry Orient
USA,La vita segreta della signora Lee
USA,La vita segreta delle api
USA,La vita segreta di mio marito
USA,La vittima sommersa
USA,La vittoria di Luke - The 5th quarter
USA,La voce degli angeli
USA,La voce del cigno
USA,La voce del sangue
USA,La voce del terrore
USA,La voce della pietra
USA,La voce della tortora
USA,La voce magica
USA,La volontA  occulta
USA,La volpe e la duchessa
USA,La volpe rossa
USA,La zampa di scimmia
USA,La zarina
USA,La zebra in cucina
USA,La zia di Carlo
USA,La zingara di Alex
USA,La zona grigia
USA,La zona morta
USA,LA  dove il fiume A¨ nero
USA,LA  dove il sole brucia
USA,LA  dove scende il fiume
Germany,LA¼gen und andere Wahrheiten
USA,Labbra avvelenate
USA,Labbra dipinte
USA,Labbra proibite
Germany,Label Me
Germany,Labirent
USA,Labirinto mortale
USA,Labor Pains
USA,Labou
USA,Lace Crater
Germany,Lachende Erben
Germany,Lacrime di Kali
USA,Lacrime e sorrisi
USA,"Ladies and Gentlemen, the Fabulous Stains"
USA,Ladies of the Big House
USA,Ladies of the Jury
USA,Ladra di cuori
USA,LadrA³n que roba a ladrA³n
USA,Ladri in guanti gialli
USA,Ladri per amore
USA,Ladri per la pelle
USA,Ladri sprint
USA,Ladro di donne
USA,Ladro e gentiluomo
USA,Ladrones
USA,Lady Avenger
USA,Lady Be Good
USA,Lady Behave!
USA,Lady Bird
USA,Lady Chatterley Junior
USA,Lady Cocoa
USA,Lady Driver
USA,Lady Eva
USA,Lady Gangster
USA,Lady Godiva
USA,Lady in the Box
USA,Lady in the Water
USA,Lady in Waiting
USA,Lady Killer
USA,Lady Killers
USA,Lady Lou - La donna fatale
USA,Lady of the Night
USA,Lady Peacock
USA,Lady Psycho Killer
USA,Lady Scarface
USA,Lady with a Past
USA,Ladybug Ladybug
USA,Ladyhawke
USA,Ladykillers
USA,Lady-Like
USA,Ladyworld
USA,Laguna blu
USA,Laid in America
USA,Laid to Rest
USA,Lake Alice
USA,Lake Artifact
USA,Lake City
USA,Lake Dead
USA,Lake Eerie
USA,Lake Fear 3
USA,Lake Los Angeles
USA,Lake Michigan Monster
USA,Lake Noir
USA,Lake Nowhere
USA,Lake on Fire
USA,Lake Placid - Il terrore corre sul lago
USA,Lama Alla Gola
USA,Lama tagliente
USA,Lamb
Germany,Lammbock
USA,Lampi nel sole
USA,Lampi sul Messico
USA,Lancelot: Guardian of Time
USA,Land Beyond the Law
USA,Land of Doom
USA,Land of Liberty
USA,Land of Smiles
USA,Land of the Lost
USA,Land Shark
USA,Landing Up
USA,Landline
USA,Landscape Suicide
USA,Landshark: rischio a Wall Street
USA,Landspeed - Massima velocitA 
USA,Lane 1974
USA,Language of a Broken Heart
USA,Lansdown
USA,Lanterna Verde
USA,Lap Dance
USA,Lap Dancer
USA,Lap Dancing
Germany,"Lapitch, il piccolo calzolaio"
Germany,Lara
USA,Lara Croft: Tomb Raider
USA,Lara Croft: Tomb Raider - La culla della vita
USA,Larceny
USA,Largo passo io!
USA,Larry Flynt - Oltre lo scandalo
USA,Larry Gaye: Renegade Male Flight Attendant
USA,Larry the Cable Guy: Health Inspector
USA,Lars e una ragazza tutta sua
USA,Las Vegas - Terapia per due
USA,Las Vegas - Una vacanza al casinA²
USA,Las Vegas Hillbillys
USA,Las Vegas Lady
USA,Las Vegas Serial Killer
USA,Lasciami baciare la farfalla
USA,Lasciami sognare
Germany,Lasciate fare alle donne
USA,Lasciateci vivere!
USA,Laser Moon
USA,Lassie
USA,Lassie
USA,Lassie - Un amico per la vita
USA,"Lassiter, lo scassinatore"
USA,Lasso
USA,Last American Horror Show
USA,Last Breath
USA,Last Call
USA,Last Chance
USA,Last Chants for a Slow Dance
USA,Last Dance
USA,Last Day of School
USA,Last Day of Summer
USA,Last Days
USA,Last Ferry
USA,Last Flag Flying
USA,Last Flight Out
USA,Last Gasp
USA,Last Girl Standing
USA,Last Goodbye
USA,Last I Heard
USA,Last Kind Words
USA,Last Letters from Monte Rosa
USA,Last Man Club
USA,Last Moment of Clarity
USA,Last Night
USA,Last Night at the Alamo
USA,Last Ounce of Courage
USA,Last Plane Out
USA,Last Rampage: The Escape of Gary Tison
USA,Last Resort
USA,Last Rites
USA,Last Rites of the Dead
USA,Last Seen in Idaho
USA,Last Shift
USA,Last Shot
USA,Last Son
USA,Last Stop for Paul
USA,Last Summer
USA,Last Summer in the Hamptons
USA,Last Sunset
USA,Last to Surrender
USA,Last Vegas
USA,Last Weekend
USA,Last Will
USA,Late Bloomers
USA,Late Fee
Germany,Late Show
USA,Latin Boys Go to Hell
USA,Latin Dragon
USA,Latino
USA,Latitudine zero
Germany,Latte e la pietra magica
Germany,Lauf um Dein Leben - Vom Junkie zum Ironman
USA,Laugh and Get Rich
USA,Laugh Killer Laugh
USA,Laughing Boy
USA,Laughing Boy
USA,Laughing Sinners
USA,Laughter
USA,Laura
USA,Laura Smiles
USA,Laureata... e adesso?
USA,Laurel Canyon
Germany,Lautlos
USA,Law and Disorder
USA,Law and Order
USA,Law of the Jungle
USA,Law of the Pampas
USA,Law of the Underworld
USA,Lawless
USA,Lawless Range
USA,Laws of Gravity
USA,Lawyer Man
USA,Lay It Down
Germany,Layla Fourie
USA,Layover
USA,Layover - Torbide ossessioni
USA,Lazarat
USA,Lazarus project - Un piano misterioso
USA,Lazer Team
USA,Lazer Team 2
USA,Lazy Eye
USA,Lazy Susan
USA,Lazybones
USA,LBJ
USA,Lbs.
USA,Le 1001 favole di Bugs Bunny
USA,Le 24 ore di Le Mans
USA,Le 4 perle
USA,Le 5 facce della violenza
USA,Le 5 leggende
USA,Le 5 mogli dello scapolo
USA,Le 5.000 dita del dr.T
USA,Le 7 facce del Dr. Lao
USA,Le 9 vite di Fritz il gatto
USA,Le ali ai piedi
USA,Le ali del falco
USA,Le ali della libertA 
USA,Le ali della notte
USA,Le ali delle aquile
USA,Le amanti di Jesse il bandito
USA,Le amanti proibite del Dr. Sex
USA,Le amiche della sposa
USA,Le armi del cuore
USA,Le armi di Eva
USA,Le astuzie della vedova
USA,Le autostoppiste
USA,Le avventure acquatiche di Steve Zissou
USA,Le avventure dei Chipmunk
USA,Le avventure del piccolo tostapane
Germany,Le avventure del principe Achmed
USA,Le avventure della piccola Ociee Nash
USA,Le avventure di Bianca e Bernie
USA,Le avventure di Buckaroo Banzai nella quarta dimensione
USA,Le avventure di capitan Blood
USA,Le avventure di Don Giovanni
USA,Le avventure di Elmo in Brontolandia
USA,Le avventure di Ford Fairlane
USA,Le avventure di Hajji BabA 
USA,Le avventure di Huck Finn
USA,Le avventure di Huck Finn
Germany,Le avventure di Huckleberry Finn
USA,Le avventure di Ichabod e Mr. Toad
USA,Le avventure di Joe Dirt
USA,Le avventure di Mickey Matson - Il codice dei pirati
USA,Le avventure di mister Cory
USA,Le avventure di Peter Pan
USA,Le avventure di Ragtime
USA,Le avventure di Rocketeer
USA,Le avventure di Rocky e Bullwinkle
USA,Le avventure di Sharkboy e Lavagirl in 3D
USA,Le avventure di Sherlock Holmes
USA,Le avventure di Tom Sawyer
USA,Le avventure di Tom Sawyer e Huck Finn
USA,Le avventure di un giovane
USA,Le avventure di Winnie the Pooh
USA,Le avventure e gli amori di Omar Khayyam
USA,Le avventure erotiche di Pinocchio
USA,Le bambole del desiderio
USA,Le belve
USA,Le belve della cittA 
USA,Le bianche scogliere di Dover
USA,Le bugie scorrono nel sangue
USA,Le campane di Santa Maria
USA,Le canaglie dormono in pace
USA,Le catene della colpa
USA,Le ceneri di Angela
USA,Le chiavi del paradiso
USA,Le chiavi della libertA 
USA,Le cinque schiave
USA,Le colline blu
USA,Le colline bruciano
USA,Le colline camminano
USA,Le colline hanno gli occhi
USA,Le colline hanno gli occhi
USA,Le colline hanno gli occhi 2
USA,Le colline hanno gli occhi II
USA,Le conseguenze di un bacio
USA,Le cose cambiano
USA,Le cose che so di lei
USA,Le cose impossibili di Ava
USA,Le creste
